"","name","convergence","gene","metal","alpha","ox2RN","ox3RN","axlig1","axlig2","eqlig","ox_2_LS_converged","ox_3_LS_converged","ox_2_HS_converged","ox_3_HS_converged","ox_2_LS_energy","ox_3_LS_energy","ox_2_HS_energy","ox_3_HS_energy","ox_2_LS_init_energy","ox_3_LS_init_energy","ox_2_HS_init_energy","ox_3_HS_init_energy","ox_2_LS_flag_oct","ox_3_LS_flag_oct","ox_2_HS_flag_oct","ox_3_HS_flag_oct","ox_2_LS_num_coord_metal","ox_3_LS_num_coord_metal","ox_2_HS_num_coord_metal","ox_3_HS_num_coord_metal","ox_2_LS_HOMO","ox_3_LS_HOMO","ox_2_HS_HOMO","ox_3_HS_HOMO","ox_2_LS_LUMO","ox_3_LS_LUMO","ox_2_HS_LUMO","ox_3_HS_LUMO","ox_2_LS_rmsd_max","ox_3_LS_rmsd_max","ox_2_HS_rmsd_max","ox_3_HS_rmsd_max","ox_2_LS_atom_dist_max","ox_3_LS_atom_dist_max","ox_2_HS_atom_dist_max","ox_3_HS_atom_dist_max","ox_2_LS_oct_angle_devi_max","ox_3_LS_oct_angle_devi_max","ox_2_HS_oct_angle_devi_max","ox_3_HS_oct_angle_devi_max","ox_2_LS_dist_del_eq","ox_3_LS_dist_del_eq","ox_2_HS_dist_del_eq","ox_3_HS_dist_del_eq","ox_2_LS_dist_del_all","ox_3_LS_dist_del_all","ox_2_HS_dist_del_all","ox_3_HS_dist_del_all","ox_2_LS_max_del_sig_angle","ox_3_LS_max_del_sig_angle","ox_2_HS_max_del_sig_angle","ox_3_HS_max_del_sig_angle","ox_2_LS_coord","ox_3_LS_coord","ox_2_HS_coord","ox_3_HS_coord","ox_2_LS_rmsd","ox_3_LS_rmsd","ox_2_HS_rmsd","ox_3_HS_rmsd","ox_2_LS_maxd","ox_3_LS_maxd","ox_2_HS_maxd","ox_3_HS_maxd","ox_2_LS_status","ox_3_LS_status","ox_2_HS_status","ox_3_HS_status","ox_2_LS_time","ox_3_LS_time","ox_2_HS_time","ox_3_HS_time","ox_2_LS_spin","ox_3_LS_spin","ox_2_HS_spin","ox_3_HS_spin","ox_2_LS_ss_act","ox_3_LS_ss_act","ox_2_HS_ss_act","ox_3_HS_ss_act","ox_2_LS_ss_target","ox_3_LS_ss_target","ox_2_HS_ss_target","ox_3_HS_ss_target","ox_2_LS_ax1_MLB","ox_3_LS_ax1_MLB","ox_2_HS_ax1_MLB","ox_3_HS_ax1_MLB","ox_2_LS_ax2_MLB","ox_3_LS_ax2_MLB","ox_2_HS_ax2_MLB","ox_3_HS_ax2_MLB","ox_2_LS_eq_MLB","ox_3_LS_eq_MLB","ox_2_HS_eq_MLB","ox_3_HS_eq_MLB","ox_2_LS_init_ax1_MLB","ox_3_LS_init_ax1_MLB","ox_2_HS_init_ax1_MLB","ox_3_HS_init_ax1_MLB","ox_2_LS_init_ax2_MLB","ox_3_LS_init_ax2_MLB","ox_2_HS_init_ax2_MLB","ox_3_HS_init_ax2_MLB","ox_2_LS_init_eq_MLB","ox_3_LS_init_eq_MLB","ox_2_HS_init_eq_MLB","ox_3_HS_init_eq_MLB","ox_2_LS_thermo_cont","ox_3_LS_thermo_cont","ox_2_HS_thermo_cont","ox_3_HS_thermo_cont","ox_2_LS_imag","ox_3_LS_imag","ox_2_HS_imag","ox_3_HS_imag","ox_2_LS_solvent_cont","ox_3_LS_solvent_cont","ox_2_HS_solvent_cont","ox_3_HS_solvent_cont","ox_2_LS_geopath","ox_3_LS_geopath","ox_2_HS_geopath","ox_3_HS_geopath","ox_2_LS_terachem_version","ox_3_LS_terachem_version","ox_2_HS_terachem_version","ox_3_HS_terachem_version","ox_2_LS_terachem_detailed_version","ox_3_LS_terachem_detailed_version","ox_2_HS_terachem_detailed_version","ox_3_HS_terachem_detailed_version","ox_2_LS_basis","ox_3_LS_basis","ox_2_HS_basis","ox_3_HS_basis","ox_2_LS_charge","ox_3_LS_charge","ox_2_HS_charge","ox_3_HS_charge","ox_2_LS_alpha_level_shift","ox_3_LS_alpha_level_shift","ox_2_HS_alpha_level_shift","ox_3_HS_alpha_level_shift","ox_2_LS_beta_level_shift","ox_3_LS_beta_level_shift","ox_2_HS_beta_level_shift","ox_3_HS_beta_level_shift","ox_2_LS_functional","ox_3_LS_functional","ox_2_HS_functional","ox_3_HS_functional","ox_2_LS_mop_energy","ox_3_LS_mop_energy","ox_2_HS_mop_energy","ox_3_HS_mop_energy","ox_2_LS_mop_coord","ox_3_LS_mop_coord","ox_2_HS_mop_coord","ox_3_HS_mop_coord","ox_2_LS_attempted","ox_3_LS_attempted","ox_2_HS_attempted","ox_3_HS_attempted","attempted","eqn","goodConvergence"
"fe_eq_smi161_ax1_smi161_ax2_smi161_ahf_20","fe_eq_smi161_ax1_smi161_ax2_smi161_ahf_20",4,"fe_smi161_smi161_smi161",2,20,508,509,"smi161","smi161","smi161","True","True","True","True","-683.5771883953","-682.9910414029","-683.5830062948","-682.9955145996","-683.5726928844","-682.9870059528","-683.5563314073","-682.9725658387","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00397449956186","0.00398913212222","0.00272864777097","0.00147399990038","0.00397449956187","0.00398913212222","0.00272864777097","0.00147399990038","0.00307106263617","0.727511733813","0.0166451351656","0.00218593188304","4.85701656605e-06","7.01976365105e-05","7.33791884704e-05","3.48617196799e-06","8.82927438495e-06","0.00134655561055","0.00545934438348","7.34588768392e-06","0.00549253386072","1.81534422791","0.0359734325505","0.00324113876025","6","6","6","6","0.0442635733418","0.0340628891488","0.220587784454","0.140657196317","4.19882716852","4.18251004032","4.43248488241","4.33730464736","0","0","0","0","590.32","2536.18","1549.50","290.01","1","2","5","6","0.0","0.789087","6.007629","8.755185","0.0","0.75","6.0","8.75","1.97124785025","1.94611534358","2.20301556396","2.09736719973","1.97125667953","1.94610940404","2.20308894315","2.0973692933","1.97125220701","1.94547276397","2.20034826237","2.09736701459","2.017222","1.960767","2.430673","2.248521","2.017222","1.960767","2.430673","2.248521","2.017222","1.960767","2.430673","2.248521","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_508_2_2_161_161_161_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_509_2_3_161_161_161_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_508_2_2_161_161_161_20_5.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_509_2_3_161_161_161_20_6.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,161,4
"co_eq_smi293_ax1_smi293_ax2_smi293_ahf_20","co_eq_smi293_ax1_smi293_ax2_smi293_ahf_20",4,"co_smi293_smi293_smi293",3,20,838,839,"smi293","smi293","smi293","True","True","True","True","-2439.4172224821","-2438.9508524569","-2439.4081964707","-2438.8764224024","-2439.4168759965","-2438.8256973448","-2439.2573052332","-2438.6771962494","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.0130675573819","0.0159736644501","0.00601754729921","0.0118862567488","0.0130675573819","0.0159736644501","0.00601754729921","0.0118862567488","3.373754532","2.32733347992","2.2078721291","3.43109782459","0.0145597782997","0.00163607872255","0.00891545547815","0.0114660455896","0.472563952236","0.0189503918359","0.0200051761271","0.0277499048834","4.67475842238","5.25562995733","3.41500114127","4.26020010638","6","6","6","6","0.816363421049","0.87645877023","0.945050759668","0.945809448657","5.14945561736","4.63462694753","4.94598544748","4.95798344917","0","0","0","0","20975.37","11841.76","18408.74","18609.75","2","1","4","5","0.77572","0.0","3.759453","6.010403","0.75","0.0","3.75","6.0","2.74331563043","2.36228169694","2.63459587413","2.66300097495","2.80595550848","2.36145672773","2.64954904984","2.67446702054","2.3413664062","2.36081514855","2.63749454516","2.66084429821","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_838_3_2_293_293_293_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_839_3_3_293_293_293_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_838_3_2_293_293_293_20_4.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_839_3_3_293_293_293_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,293,4
"cr_eq_smi14_ax1_smi14_ax2_smi14_ahf_20","cr_eq_smi14_ax1_smi14_ax2_smi14_ahf_20",4,"cr_smi14_smi14_smi14",0,20,24,25,"smi14","smi14","smi14","True","True","True","True","-544.3644086469","-543.7958562836","-544.4082031291","-543.8266978391","-544.3319286996","-543.7509852602","-544.3502356739","-543.7824631815","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.0","0.0","0.0","0.0","0","0","0","0","4.65394677833","0.432730204072","5.25606805405","3.91912959623","0.0281580870261","0.000278868012322","0.00659581837517","0.00372384570001","0.078402924069","0.00268615927145","0.294334629852","0.00707048301809","5.96028412503","0.547370985084","9.17700518129","5.9563621431","6","6","6","6","0.668630736233","0.685531100873","0.608444140069","0.712407834131","2.87591105827","2.69654002531","3.09505729399","2.74340944269","0","0","0","0","17052.02","48205.26","3009.45","3011.72","1","2","5","4","1.566403","1.753283","6.00418","3.763033","0.0","0.75","6.0","3.75","2.12137960907","1.99136661899","2.09944271054","2.00277133647","2.12135327458","1.99108775098","2.09905451882","2.00773173638","2.13241390139","1.98997998426","2.24009848261","2.00623894169","2.063422","1.944228","2.023998","1.910176","2.063422","1.944228","2.023998","1.910176","2.063422","1.944228","2.023998","1.910176","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_24_0_2_14_14_14_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_25_0_3_14_14_14_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_24_0_2_14_14_14_20_5.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_25_0_3_14_14_14_20_4.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,14,4
"fe_eq_smi163_ax1_smi163_ax2_smi163_ahf_20","fe_eq_smi163_ax1_smi163_ax2_smi163_ahf_20",4,"fe_smi163_smi163_smi163",2,20,516,517,"smi163","smi163","smi163","True","True","True","True","-779.9136423514","-779.1491925484","-779.9415360399","-779.1690735966","-779.9063067529","-779.1435897362","-779.9213008435","-779.1618628971","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00819149665952","0.00624699537002","0.00779231362081","0.00546049573691","0.00819149665952","0.00624699537002","0.00779231362081","0.00546049573691","0.00168555474407","1.32416903842","0.67987685121","0.0300500252667","2.84496944403e-06","0.000120144070828","0.000233048580219","7.84844262283e-05","7.46352546521e-06","0.000188750707001","0.00311298995911","0.000154245290869","0.00226389375904","1.6656465743","1.07815114896","0.0448739737233","6","6","6","6","0.0480595471302","0.0607937874306","0.64064641879","0.0934366517971","3.10504021799","3.10447973117","3.34040528605","3.27367194212","0","0","0","0","527.77","914.06","8319.48","249.54","1","2","5","6","0.0","0.807311","6.005913","8.754426","0.0","0.75","6.0","8.75","2.00056528001","1.9960390057","2.23298611177","2.16437358792","2.00056804999","1.99615358948","2.23320328371","2.16447204285","2.0005666354","1.99608910295","2.23601220966","2.1644248496","1.943093","1.947403","2.408958","2.256009","1.943093","1.947403","2.408958","2.256009","1.943093","1.947403","2.408958","2.256009","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_516_2_2_163_163_163_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_517_2_3_163_163_163_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_516_2_2_163_163_163_20_5.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_517_2_3_163_163_163_20_6.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,163,4
"fe_eq_smi307_ax1_smi307_ax2_smi307_ahf_20","fe_eq_smi307_ax1_smi307_ax2_smi307_ahf_20",4,"fe_smi307_smi307_smi307",2,20,876,877,"smi307","smi307","smi307","True","True","True","True","-2410.3099891678","-2409.7799750478","-2410.2949112897","-2409.7558262481","-2410.3071638645","-2409.6806931917","-2410.2946795955","-2409.6222136512","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00997271803178","0.00644738630236","0.0294989638588","0.00223666123522","0.00997271803178","0.00644738630236","0.0294989638588","0.00223666123522","1.46337730089","2.42036986264","0.998760684675","1.82370471796","0.00660350192229","0.010547318229","0.0144562215541","0.00502824301558","0.0649214223185","0.018527889003","0.0380986066041","0.0166098985684","2.2672787301","3.20977200331","1.79834665557","3.10448864997","6","6","6","6","0.808832795674","0.978638940151","0.40773198331","0.948734282091","4.68301768569","4.67970891969","4.97575419598","4.95512332353","0","0","0","0","8742.89","14911.54","5207.34","8436.96","1","2","5","6","0.0","0.82145","6.013396","8.762913","0.0","0.75","6.0","8.75","2.28337284849","2.38624332049","2.64674913645","2.64914253242","2.34829427081","2.37133762636","2.63874362297","2.63638845859","2.29338841726","2.37604242074","2.62563263198","2.63823503841","2.31","2.31","2.31","2.31","2.31","2.31","2.31","2.31","2.31","2.31","2.31","2.31","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_876_2_2_307_307_307_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_877_2_3_307_307_307_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_876_2_2_307_307_307_20_5.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_877_2_3_307_307_307_20_6.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,307,4
"co_eq_smi21_ax1_smi21_ax2_smi21_ahf_20","co_eq_smi21_ax1_smi21_ax2_smi21_ahf_20",4,"co_smi21_smi21_smi21",3,20,46,47,"smi21","smi21","smi21","True","True","True","True","-2203.4475977217","-2202.9279994600","-2203.4426718934","-2202.8588688332","-2203.3655724652","-2202.8261102221","-2203.3243725862","-2202.7010442227","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.0","0.0","0.0","0.0","0","0","0","0","1.40348930778","1.43382109023","1.8366331302","2.3063569376","0.00168611906152","0.000366049294435","0.0012429622541","0.00346514361994","0.424539117439","0.000463287005366","0.00264923670951","0.00594691262385","2.76311943005","2.69890919511","2.58823606857","3.52601270145","6","6","6","6","0.855460414098","0.85404469677","0.868827766154","0.859022805269","3.69840721804","3.25930250718","3.56436966475","3.55426078026","0","0","0","0","15531.21","11925.70","14852.33","7535.76","2","1","4","5","0.773036","0.0","3.758265","6.009839","0.75","0.0","3.75","6.0","2.34843969434","2.36863267148","2.64721355226","2.67745140778","2.34930867931","2.3690041361","2.64884364961","2.68339832041","2.55812215995","2.36883516884","2.64841115596","2.68101856587","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","2.32","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_46_3_2_21_21_21_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_47_3_3_21_21_21_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_46_3_2_21_21_21_20_4.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_47_3_3_21_21_21_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,21,4
"fe_eq_smi166_ax1_smi166_ax2_smi166_ahf_20","fe_eq_smi166_ax1_smi166_ax2_smi166_ahf_20",4,"fe_smi166_smi166_smi166",2,20,524,525,"smi166","smi166","smi166","True","True","True","True","-2499.4758261644","-2498.9427623100","-2499.4639316425","-2498.9345908567","-2499.4542291798","-2498.9368422815","-2499.4274183163","-2498.9140114483","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00395520400039","0.00428103131628","0.00396765878347","0.0027029231283","0.00395520400039","0.00428103131628","0.00396765878347","0.0027029231283","0.316334807147","1.17237562503","0.375632495689","0.276606806418","0.000310365588776","0.00215258935552","0.000741685163482","0.000141817831379","0.000576884312541","0.00353001335157","0.0034626834202","0.000429234499751","0.439368293839","1.49320192555","0.49400668191","0.351697654743","6","6","6","6","1.11255306378","0.119168272979","0.635614970719","0.633715901514","3.42297099658","3.43461923063","3.6827265682","3.60475272363","0","0","0","0","5111.53","14674.07","20414.75","2695.10","1","2","5","6","0.0","0.780852","6.022619","8.75669","0.0","0.75","6.0","8.75","1.93594140665","1.94492494184","2.19649333226","2.11607656759","1.93586214318","1.94541891589","2.19632156044","2.11580713414","1.93626039936","1.9474027434","2.19545412929","2.11616241531","2.073559","2.030943","2.439947","2.243178","2.073559","2.030943","2.439947","2.243178","2.073559","2.030943","2.439947","2.243178","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_524_2_2_166_166_166_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_525_2_3_166_166_166_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_524_2_2_166_166_166_20_5.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_525_2_3_166_166_166_20_6.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,166,4
"mn_eq_smi155_ax1_smi155_ax2_smi155_ahf_20","mn_eq_smi155_ax1_smi155_ax2_smi155_ahf_20",3,"mn_smi155_smi155_smi155",1,20,482,483,"smi155","smi155","smi155","True","True","True","True","-886.2924296944","-885.6279847567","-886.2137607519","-885.5555704045","-886.1632044938","-885.5793576530","-886.1129827287","-885.5190776964","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00530373116174","0.018636128829","0.0339667161019","0.0267429293719","0.00530373116174","0.018636128829","0.0339667161019","0.0267429293719","1.68065645021","1.55666119999","3.05101356688","2.13910379655","0.00893399482447","0.043357532339","0.135319876992","0.0539450008897","0.0194042500916","0.0842514132326","0.869413038697","0.12999294911","2.89476635453","2.64852284099","6.29526361611","3.91238626661","6","6","8","6","0.743005342781","0.899268791285","0.70868931657","0.616633538607","2.84659170993","2.90801127837","3.00210563955","2.91797788612","0","0","0","0","7881.78","13780.12","12916.21","10318.98","2","1","6","5","0.881152","1.908191","9.011623","7.489297","0.75","0.0","8.75","6.0","1.99396121719","2.02762121814","2.30338822037","2.0313222206","1.99347510761","2.02415170143","1.97613313041","2.02967830785","1.97994812222","2.08324671247","2.17789217553","2.06278413234","2.142244","2.083029","2.391362","2.074837","2.142244","2.083029","2.391362","2.074837","2.142244","2.083029","2.391362","2.074837","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_482_1_2_155_155_155_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_483_1_3_155_155_155_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_482_1_2_155_155_155_20_6.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_483_1_3_155_155_155_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,155,4
"co_eq_smi163_ax1_smi163_ax2_smi163_ahf_20","co_eq_smi163_ax1_smi163_ax2_smi163_ahf_20",4,"co_smi163_smi163_smi163",3,20,518,519,"smi163","smi163","smi163","True","True","True","True","-801.5372813139","-800.7806646297","-801.5664863465","-800.7489192036","-801.4989167951","-800.7764048357","-801.5458734913","-800.7393396106","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.00838598486344","0.00648149658192","0.00787818032571","0.00549146338219","0.00838598486344","0.00648149658192","0.00787818032571","0.00549146338219","0.380587435306","0.000619648125877","0.864975222853","1.04227357086","0.00191697445025","3.11341511372e-06","0.00959654544623","0.000786766970205","0.158903289655","6.17064257269e-06","0.0291161812556","0.00170666336081","0.950237954146","0.000917809632909","2.12009616903","1.31375952392","6","6","6","6","0.19366273899","0.0292495003758","1.81708616584","0.123114233221","3.27093011842","3.07357998417","3.32007854913","3.25627132438","0","0","0","0","2407.80","633.86","2529.31","580.18","2","1","4","5","1.17495","0.0","3.754241","6.006326","0.75","0.0","3.75","6.0","2.00774582619","1.96561453996","2.21441146889","2.14634951337","2.00774858721","1.96561096976","2.21574608885","2.14713793518","2.16568864409","1.96561311178","2.19160183312","2.14633855295","1.918308","1.929452","2.374033","2.264338","1.918308","1.929452","2.374033","2.264338","1.918308","1.929452","2.374033","2.264338","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_518_3_2_163_163_163_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_519_3_3_163_163_163_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_518_3_2_163_163_163_20_4.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_519_3_3_163_163_163_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,163,4
"co_eq_smi136_ax1_smi136_ax2_smi136_ahf_20","co_eq_smi136_ax1_smi136_ax2_smi136_ahf_20",4,"co_smi136_smi136_smi136",3,20,430,431,"smi136","smi136","smi136","True","True","True","True","-719.8590743815","-719.3598122983","-719.8729811754","-719.3038237823","-719.8590718900","-719.3177449483","-719.8456834002","-719.2770314733","1","1","1","1","6","6","6","6","undef","undef","undef","undef","undef","undef","undef","undef","0.0134277900027","0.0207768913754","0.0178172056686","0.0216834957346","0.0134277900027","0.0207768913754","0.0178172056686","0.0216834957346","4.67893726758","3.33761094911","0.634380268932","4.63020461791","0.0266842127959","0.00779690698907","0.00500206815151","0.0185045263891","0.411780456125","0.023041341033","0.0173808679042","0.0329709746566","8.28603681617","6.17094761285","0.831727131473","8.17894308804","6","6","6","6","0.799861989435","0.411929032508","0.448537213289","0.621195518423","4.49076003986","4.08724798786","4.30215259342","4.26906615939","0","0","0","0","2161.73","5477.77","4908.21","17675.11","2","1","4","5","0.835828","0.0","3.753746","6.007757","0.75","0.0","3.75","6.0","2.07115384332","2.0410180879","2.28083504527","2.23895292023","2.0707917086","2.05966829888","2.28090378004","2.24363915804","2.27352530015","2.05215122777","2.26604137123","2.23086664627","1.926864","1.966571","2.225636","2.22688","1.926864","1.966571","2.225636","2.22688","1.926864","1.966571","2.225636","2.22688","False","False","False","False","False","False","False","False","False","False","False","False","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_430_3_2_136_136_136_20_2.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_431_3_3_136_136_136_20_1.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_430_3_2_136_136_136_20_4.xyz","/home/sgugler/smu/smuNeturalHomo1/optimized_geo/gen_0/gen_0_slot_431_3_3_136_136_136_20_5.xyz","v1.5K","v1.5K","v1.5K","v1.5K","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","0753f81bf97b+","lacvps_ecp","lacvps_ecp","lacvps_ecp","lacvps_ecp","2","3","2","3","1.0","1.0","1.0","1.0","0.1","0.1","0.1","0.1","b3lyp","b3lyp","b3lyp","b3lyp","undef","undef","undef","undef","0","0","0","0","True","True","True","True",4,136,4
