[NH]-[N]=[N]-[NH],8, 6, 1, 0, 1, 2, 1, 2, 7, 5, 1, 0, 0, 1, 1, 2, 3, 0, 1, 3.04, 0.8399999999999999, 15.9296, 5, 3, 3, 4, 15
[NH]-[NH]-[NH]-[NH],8, 6, 1, 0, 1, 2, 1, 2, 8, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.04, 0.8399999999999999, 15.9296, 5, 3, 3, 4, 15
[NH2]-[NH]-[NH]-[NH2],9, 7, 1, 0, 2, 1, 0, 3, 8, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.04, 1.6799999999999997, 22.617600000000003, 5, 3, 3, 5, 16
[NH2-]-[O]-[O]-[NH2-],10, 8, 1, -1, 2, 0, 1, 4, 8, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.04, 1.2799999999999998, 23.8336, 3, 3, 3, 5, 14
[N]-[O]-[O]-[N],7, 5, 1, 0, 0, 3, 0, 1, 8, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.04, -0.3999999999999999, 10.4576, 5, 3, 3, 3, 14
[NH]-[O]-[O]-[NH],8, 6, 1, 0, 1, 2, 1, 2, 8, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.04, 0.43999999999999995, 17.1456, 5, 3, 3, 4, 15
[NH2]-[O]-[O]-[NH2],9, 7, 1, 0, 2, 1, 0, 3, 8, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.04, 1.2799999999999998, 23.8336, 5, 3, 3, 5, 16
[NH2-]-[P]=[P]-[NH2-],10, 8, 1, -1, 2, 0, 1, 4, 15, 5, 1, 0, 0, 1, 1, 2, 3, 0, 1, 3.04, 2.53, 20.0336, 3, 3, 3, 5, 14
[NH2-]-[PH]-[PH]-[NH2-],10, 8, 1, -1, 2, 0, 1, 4, 16, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.04, 2.53, 20.0336, 3, 3, 3, 5, 14
[N]-[P]=[P]-[N],7, 5, 1, 0, 0, 3, 0, 1, 15, 5, 1, 0, 0, 1, 1, 2, 3, 0, 1, 3.04, 0.8500000000000001, 6.6575999999999995, 5, 3, 3, 3, 14
[N]-[PH]-[PH]-[N],7, 5, 1, 0, 0, 3, 0, 1, 16, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.04, 0.8500000000000001, 6.6575999999999995, 5, 3, 3, 3, 14
[NH]-[P]=[P]-[NH],8, 6, 1, 0, 1, 2, 1, 2, 15, 5, 1, 0, 0, 1, 1, 2, 3, 0, 1, 3.04, 1.69, 13.345600000000001, 5, 3, 3, 4, 15
[NH]-[PH]-[PH]-[NH],8, 6, 1, 0, 1, 2, 1, 2, 16, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.04, 1.69, 13.345600000000001, 5, 3, 3, 4, 15
[NH2]-[PH]-[PH]-[NH2],9, 7, 1, 0, 2, 1, 0, 3, 16, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.04, 2.53, 20.0336, 5, 3, 3, 5, 16
[NH2-]-[S]-[S]-[NH2-],10, 8, 1, -1, 2, 0, 1, 4, 16, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.04, 2.1399999999999997, 21.2192, 3, 3, 3, 5, 14
[N]-[S]-[S]-[N],7, 5, 1, 0, 0, 3, 0, 1, 16, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.04, 0.45999999999999996, 7.8432, 5, 3, 3, 3, 14
[NH]-[S]-[S]-[NH],8, 6, 1, 0, 1, 2, 1, 2, 16, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.04, 1.2999999999999998, 14.531200000000002, 5, 3, 3, 4, 15
[NH2]-[S]-[S]-[NH2],9, 7, 1, 0, 2, 1, 0, 3, 16, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.04, 2.1399999999999997, 21.2192, 5, 3, 3, 5, 16
[OH-]-[CH]=[CH]-[OH-],10, 8, 2, -1, 1, 0, 1, 4, 7, 5, 0, 0, 1, 1, 1, 2, 3, 0, 1, 3.44, 2.13, 16.34, 3, 3, 3, 5, 14
[OH-]-[CH2]-[CH2]-[OH-],10, 8, 2, -1, 1, 0, 1, 4, 8, 6, 0, 0, 2, 1, 1, 1, 2, 1, 2, 3.44, 2.13, 16.34, 3, 3, 3, 5, 14
[O]-[CH]=[CH]-[O],8, 6, 2, 0, 0, 2, 1, 2, 7, 5, 0, 0, 1, 1, 1, 2, 3, 0, 1, 3.44, 0.8900000000000001, 8.771999999999998, 5, 3, 3, 4, 15
[O]-[CH2]-[CH2]-[O],8, 6, 2, 0, 0, 2, 1, 2, 8, 6, 0, 0, 2, 1, 1, 1, 2, 1, 2, 3.44, 0.8900000000000001, 8.771999999999998, 5, 3, 3, 4, 15
[OH]-[CH2]-[CH2]-[OH],9, 7, 2, 0, 1, 1, 0, 3, 8, 6, 0, 0, 2, 1, 1, 1, 2, 1, 2, 3.44, 2.13, 16.34, 5, 3, 3, 5, 16
[OH2-]-[NH2-]-[NH2-]-[OH2-],11, 9, 2, -1, 2, -1, 0, 3, 10, 8, 1, -1, 2, 1, 1, 1, 0, 1, 4, 3.44, 2.8799999999999994, 25.593600000000002, 3, 3, 3, 5, 14
[OH-]-[N]=[N]-[OH-],10, 8, 2, -1, 1, 0, 1, 4, 7, 5, 1, 0, 0, 1, 1, 2, 3, 0, 1, 3.44, 1.6399999999999997, 18.0256, 3, 3, 3, 5, 14
[OH-]-[NH]-[NH]-[OH-],10, 8, 2, -1, 1, 0, 1, 4, 8, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.44, 1.6399999999999997, 18.0256, 3, 3, 3, 5, 14
[O]-[N]=[N]-[O],8, 6, 2, 0, 0, 2, 1, 2, 7, 5, 1, 0, 0, 1, 1, 2, 3, 0, 1, 3.44, 0.3999999999999999, 10.4576, 5, 3, 3, 4, 15
[O]-[NH]-[NH]-[O],8, 6, 2, 0, 0, 2, 1, 2, 8, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.44, 0.3999999999999999, 10.4576, 5, 3, 3, 4, 15
[OH]-[NH]-[NH]-[OH],9, 7, 2, 0, 1, 1, 0, 3, 8, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.44, 1.6399999999999997, 18.0256, 5, 3, 3, 5, 16
[OH2-]-[OH-]-[OH-]-[OH2-],11, 9, 2, -1, 2, -1, 0, 3, 10, 8, 2, -1, 1, 1, 1, 1, 0, 1, 4, 3.44, 2.4799999999999995, 26.9696, 3, 3, 3, 5, 14
[OH-]-[O]-[O]-[OH-],10, 8, 2, -1, 1, 0, 1, 4, 8, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.44, 1.2399999999999998, 19.4016, 3, 3, 3, 5, 14
[O]-[O]-[O]-[O],8, 6, 2, 0, 0, 2, 1, 2, 8, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.44, 0.0, 11.833599999999999, 5, 3, 3, 4, 15
[OH]-[O]-[O]-[OH],9, 7, 2, 0, 1, 1, 0, 3, 8, 6, 2, 0, 0, 1, 1, 1, 2, 1, 2, 3.44, 1.2399999999999998, 19.4016, 5, 3, 3, 5, 16
[OH2-]-[PH2-]-[PH2-]-[OH2-],11, 9, 2, -1, 2, -1, 0, 3, 18, 8, 1, -1, 2, 1, 1, 1, 0, 1, 4, 3.44, 3.7299999999999995, 22.669600000000003, 3, 3, 3, 5, 14
[OH-]-[P]=[P]-[OH-],10, 8, 2, -1, 1, 0, 1, 4, 15, 5, 1, 0, 0, 1, 1, 2, 3, 0, 1, 3.44, 2.4899999999999998, 15.101600000000001, 3, 3, 3, 5, 14
[OH-]-[PH]-[PH]-[OH-],10, 8, 2, -1, 1, 0, 1, 4, 16, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.44, 2.4899999999999998, 15.101600000000001, 3, 3, 3, 5, 14
[O]-[P]=[P]-[O],8, 6, 2, 0, 0, 2, 1, 2, 15, 5, 1, 0, 0, 1, 1, 2, 3, 0, 1, 3.44, 1.25, 7.5336, 5, 3, 3, 4, 15
[O]-[PH]-[PH]-[O],8, 6, 2, 0, 0, 2, 1, 2, 16, 6, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3.44, 1.25, 7.5336, 5, 3, 3, 4, 15
