[CH3]-[NH2],9, 7, 0, 0, 3, 1, 0, 3, 9, 7, 1, 0, 2, 1, 0, 1, 3, 2.55, 0.5599999999999987, 24.582, 3, 3, 3, 5, 0, 14
[CH2+]-[NH2],7, 5, 0, 1, 2, 3, 0, 1, 9, 7, 1, 0, 2, 1, 0, 1, 3, 2.55, 0.20999999999999908, 18.972, 3, 3, 0, 5, 3, 14
[CH2-]#[O-],9, 7, 0, -1, 2, 1, 0, 3, 9, 7, 2, -1, 0, 1, 0, 3, 3, 2.55, -0.19000000000000083, 19.991999999999997, 3, 2, 2, 4, 3, 14
[CH]#[O-],7, 5, 0, 0, 1, 3, 0, 1, 9, 7, 2, -1, 0, 1, 0, 3, 3, 2.55, -0.5400000000000005, 14.381999999999998, 3, 2, 2, 4, 3, 14
[CH2]=[OH-],8, 6, 0, 0, 2, 2, 1, 2, 10, 8, 2, -1, 1, 0, 1, 2, 4, 2.55, -0.19000000000000083, 19.991999999999997, 3, 2, 2, 4, 3, 14
[C+]#[O-],5, 3, 0, 1, 0, 5, 0, -1, 9, 7, 2, -1, 0, 1, 0, 3, 3, 2.55, -0.8900000000000001, 8.771999999999998, 3, 2, 3, 4, 3, 15
[CH+]=[OH-],6, 4, 0, 1, 1, 4, 1, 0, 10, 8, 2, -1, 1, 0, 1, 2, 4, 2.55, -0.5400000000000005, 14.381999999999998, 3, 2, 3, 4, 3, 15
[CH2]=[O],8, 6, 0, 0, 2, 2, 1, 2, 8, 6, 2, 0, 0, 2, 1, 2, 2, 2.55, -0.19000000000000083, 19.991999999999997, 3, 2, 3, 5, 3, 16
[CH2+]-[OH2-],7, 5, 0, 1, 2, 3, 0, 1, 11, 9, 2, -1, 2, -1, 0, 1, 3, 2.55, -0.19000000000000083, 19.991999999999997, 3, 3, 3, 4, 3, 16
[CH3]-[OH],9, 7, 0, 0, 3, 1, 0, 3, 9, 7, 2, 0, 1, 1, 0, 1, 3, 2.55, 0.1599999999999988, 25.602, 3, 3, 3, 5, 0, 14
[CH2+]-[OH],7, 5, 0, 1, 2, 3, 0, 1, 9, 7, 2, 0, 1, 1, 0, 1, 3, 2.55, -0.19000000000000083, 19.991999999999997, 3, 3, 0, 5, 3, 14
[CH-]#4[P-],8, 6, 0, -1, 1, 2, 1, 2, 16, 6, 1, -1, 0, 2, 1, 4, 2, 2.55, 0.7099999999999995, 11.1945, 3, 2, 2, 4, 3, 14
[CH2-]#[PH-],9, 7, 0, -1, 2, 1, 0, 3, 17, 7, 1, -1, 1, 1, 0, 3, 3, 2.55, 1.0599999999999992, 16.8045, 3, 2, 2, 4, 3, 14
[C]#4[P-],6, 4, 0, 0, 0, 4, 1, 0, 16, 6, 1, -1, 0, 2, 1, 4, 2, 2.55, 0.3599999999999999, 5.584499999999999, 3, 2, 2, 4, 3, 14
[CH]#[PH-],7, 5, 0, 0, 1, 3, 0, 1, 17, 7, 1, -1, 1, 1, 0, 3, 3, 2.55, 0.7099999999999995, 11.1945, 3, 2, 2, 4, 3, 14
[CH2-]#[P],9, 7, 0, -1, 2, 1, 0, 3, 15, 5, 1, 0, 0, 3, 0, 3, 1, 2.55, 1.0599999999999992, 16.8045, 3, 2, 2, 5, 3, 15
[CH2]=[PH2-],8, 6, 0, 0, 2, 2, 1, 2, 18, 8, 1, -1, 2, 0, 1, 2, 4, 2.55, 1.0599999999999992, 16.8045, 3, 2, 2, 4, 3, 14
[C+]#[PH-],5, 3, 0, 1, 0, 5, 0, -1, 17, 7, 1, -1, 1, 1, 0, 3, 3, 2.55, 0.3599999999999999, 5.584499999999999, 3, 2, 3, 4, 3, 15
[CH]#[P],7, 5, 0, 0, 1, 3, 0, 1, 15, 5, 1, 0, 0, 3, 0, 3, 1, 2.55, 0.7099999999999995, 11.1945, 3, 2, 3, 5, 3, 16
[CH+]=[PH2-],6, 4, 0, 1, 1, 4, 1, 0, 18, 8, 1, -1, 2, 0, 1, 2, 4, 2.55, 0.7099999999999995, 11.1945, 3, 2, 3, 4, 3, 15
[CH2]=[PH],8, 6, 0, 0, 2, 2, 1, 2, 16, 6, 1, 0, 1, 2, 1, 2, 2, 2.55, 1.0599999999999992, 16.8045, 3, 2, 3, 5, 3, 16
[CH2+]-[PH3-],7, 5, 0, 1, 2, 3, 0, 1, 19, 9, 1, -1, 3, -1, 0, 1, 3, 2.55, 1.0599999999999992, 16.8045, 3, 3, 3, 4, 3, 16
[CH3]-[PH2],9, 7, 0, 0, 3, 1, 0, 3, 17, 7, 1, 0, 2, 1, 0, 1, 3, 2.55, 1.4099999999999988, 22.4145, 3, 3, 3, 5, 0, 14
[CH2+]-[PH2],7, 5, 0, 1, 2, 3, 0, 1, 17, 7, 1, 0, 2, 1, 0, 1, 3, 2.55, 1.0599999999999992, 16.8045, 3, 3, 0, 5, 3, 14
[CH2-]#[S-],9, 7, 0, -1, 2, 1, 0, 3, 17, 7, 2, -1, 0, 1, 0, 3, 3, 2.55, 0.669999999999999, 17.799, 3, 2, 2, 4, 3, 14
[CH]#[S-],7, 5, 0, 0, 1, 3, 0, 1, 17, 7, 2, -1, 0, 1, 0, 3, 3, 2.55, 0.3199999999999994, 12.189, 3, 2, 2, 4, 3, 14
[CH2]=[SH-],8, 6, 0, 0, 2, 2, 1, 2, 18, 8, 2, -1, 1, 0, 1, 2, 4, 2.55, 0.669999999999999, 17.799, 3, 2, 2, 4, 3, 14
[C+]#[S-],5, 3, 0, 1, 0, 5, 0, -1, 17, 7, 2, -1, 0, 1, 0, 3, 3, 2.55, -0.03000000000000025, 6.579, 3, 2, 3, 4, 3, 15
[CH+]=[SH-],6, 4, 0, 1, 1, 4, 1, 0, 18, 8, 2, -1, 1, 0, 1, 2, 4, 2.55, 0.3199999999999994, 12.189, 3, 2, 3, 4, 3, 15
[CH2]=[S],8, 6, 0, 0, 2, 2, 1, 2, 16, 6, 2, 0, 0, 2, 1, 2, 2, 2.55, 0.669999999999999, 17.799, 3, 2, 3, 5, 3, 16
[CH2+]-[SH2-],7, 5, 0, 1, 2, 3, 0, 1, 19, 9, 2, -1, 2, -1, 0, 1, 3, 2.55, 0.669999999999999, 17.799, 3, 3, 3, 4, 3, 16
[CH3]-[SH],9, 7, 0, 0, 3, 1, 0, 3, 17, 7, 2, 0, 1, 1, 0, 1, 3, 2.55, 1.0199999999999987, 23.409000000000002, 3, 3, 3, 5, 0, 14
[CH2+]-[SH],7, 5, 0, 1, 2, 3, 0, 1, 17, 7, 2, 0, 1, 1, 0, 1, 3, 2.55, 0.669999999999999, 17.799, 3, 3, 0, 5, 3, 14
[N-]#4[CH-],8, 6, 1, -1, 0, 2, 1, 2, 8, 6, 0, -1, 1, 2, 1, 4, 2, 3.04, 0.4900000000000002, 7.752, 3, 2, 2, 4, 3, 14
[NH--]#4[C],10, 8, 1, -2, 1, 0, 1, 4, 6, 4, 0, 0, 0, 4, 1, 4, 0, 3.04, 1.33, 14.440000000000001, 3, 2, 2, 5, 3, 15
[NH-]#[CH2-],9, 7, 1, -1, 1, 1, 0, 3, 9, 7, 0, -1, 2, 1, 0, 3, 3, 3.04, 1.33, 14.440000000000001, 3, 2, 2, 4, 3, 14
[NH2--]#[CH],11, 9, 1, -2, 2, -1, 0, 3, 7, 5, 0, 0, 1, 3, 0, 3, 1, 3.04, 2.17, 21.128, 3, 2, 2, 5, 3, 15
[NH2-]=[CH3-],10, 8, 1, -1, 2, 0, 1, 4, 10, 8, 0, -1, 3, 0, 1, 2, 4, 3.04, 2.17, 21.128, 3, 2, 2, 4, 3, 14
[N-]#4[C],8, 6, 1, -1, 0, 2, 1, 2, 6, 4, 0, 0, 0, 4, 1, 4, 0, 3.04, 0.4900000000000002, 7.752, 3, 2, 2, 5, 3, 15
[N]#[CH2-],7, 5, 1, 0, 0, 3, 0, 1, 9, 7, 0, -1, 2, 1, 0, 3, 3, 3.04, 0.4900000000000002, 7.752, 3, 2, 2, 4, 3, 14
[NH-]#[CH],9, 7, 1, -1, 1, 1, 0, 3, 7, 5, 0, 0, 1, 3, 0, 3, 1, 3.04, 1.33, 14.440000000000001, 3, 2, 2, 5, 3, 15
[NH]=[CH3-],8, 6, 1, 0, 1, 2, 1, 2, 10, 8, 0, -1, 3, 0, 1, 2, 4, 3.04, 1.33, 14.440000000000001, 3, 2, 2, 4, 3, 14
[NH2-]=[CH2],10, 8, 1, -1, 2, 0, 1, 4, 8, 6, 0, 0, 2, 2, 1, 2, 2, 3.04, 2.17, 21.128, 3, 2, 2, 5, 3, 15
[NH2]-[CH4-],9, 7, 1, 0, 2, 1, 0, 3, 11, 9, 0, -1, 4, -1, 0, 1, 3, 3.04, 2.17, 21.128, 3, 3, 2, 4, 3, 15
[N]#[CH],7, 5, 1, 0, 0, 3, 0, 1, 7, 5, 0, 0, 1, 3, 0, 3, 1, 3.04, 0.4900000000000002, 7.752, 3, 2, 3, 5, 3, 16
[N+]=[CH3-],6, 4, 1, 1, 0, 4, 1, 0, 10, 8, 0, -1, 3, 0, 1, 2, 4, 3.04, 0.4900000000000002, 7.752, 3, 2, 3, 4, 3, 15
[NH-]#[C+],9, 7, 1, -1, 1, 1, 0, 3, 5, 3, 0, 1, 0, 5, 0, 3, -1, 3.04, 1.33, 14.440000000000001, 3, 2, 3, 4, 3, 15
[NH]=[CH2],8, 6, 1, 0, 1, 2, 1, 2, 8, 6, 0, 0, 2, 2, 1, 2, 2, 3.04, 1.33, 14.440000000000001, 3, 2, 3, 5, 3, 16
[NH+]-[CH4-],7, 5, 1, 1, 1, 3, 0, 1, 11, 9, 0, -1, 4, -1, 0, 1, 3, 3.04, 1.33, 14.440000000000001, 3, 3, 3, 4, 3, 16
[NH2-]=[CH+],10, 8, 1, -1, 2, 0, 1, 4, 6, 4, 0, 1, 1, 4, 1, 2, 0, 3.04, 2.17, 21.128, 3, 2, 3, 4, 3, 15
[NH2]-[CH3],9, 7, 1, 0, 2, 1, 0, 3, 9, 7, 0, 0, 3, 1, 0, 1, 3, 3.04, 2.17, 21.128, 3, 3, 3, 5, 3, 17
[NH+]-[CH3],7, 5, 1, 1, 1, 3, 0, 1, 9, 7, 0, 0, 3, 1, 0, 1, 3, 3.04, 1.33, 14.440000000000001, 3, 3, 0, 5, 3, 14
[N-]#4[N-],8, 6, 1, -1, 0, 2, 1, 2, 8, 6, 1, -1, 0, 2, 1, 4, 2, 3.04, 0.0, 9.2416, 3, 2, 2, 4, 3, 14
[NH-]#[NH-],9, 7, 1, -1, 1, 1, 0, 3, 9, 7, 1, -1, 1, 1, 0, 3, 3, 3.04, 0.8399999999999999, 15.9296, 3, 2, 2, 4, 3, 14
[NH2--]#[N],11, 9, 1, -2, 2, -1, 0, 3, 7, 5, 1, 0, 0, 3, 0, 3, 1, 3.04, 1.6799999999999997, 22.617600000000003, 3, 2, 2, 5, 3, 15
[NH2-]=[NH2-],10, 8, 1, -1, 2, 0, 1, 4, 10, 8, 1, -1, 2, 0, 1, 2, 4, 3.04, 1.6799999999999997, 22.617600000000003, 3, 2, 2, 4, 3, 14
[NH2]-[NH4--],9, 7, 1, 0, 2, 1, 0, 3, 13, 11, 1, -2, 4, -3, 0, 1, 1, 3.04, 1.6799999999999997, 22.617600000000003, 3, 3, 2, 3, 3, 14
[N]#[NH-],7, 5, 1, 0, 0, 3, 0, 1, 9, 7, 1, -1, 1, 1, 0, 3, 3, 3.04, 0.0, 9.2416, 3, 2, 2, 4, 3, 14
[NH-]#[N],9, 7, 1, -1, 1, 1, 0, 3, 7, 5, 1, 0, 0, 3, 0, 3, 1, 3.04, 0.8399999999999999, 15.9296, 3, 2, 2, 5, 3, 15
[NH]=[NH2-],8, 6, 1, 0, 1, 2, 1, 2, 10, 8, 1, -1, 2, 0, 1, 2, 4, 3.04, 0.8399999999999999, 15.9296, 3, 2, 2, 4, 3, 14
[NH2-]=[NH],10, 8, 1, -1, 2, 0, 1, 4, 8, 6, 1, 0, 1, 2, 1, 2, 2, 3.04, 1.6799999999999997, 22.617600000000003, 3, 2, 2, 5, 3, 15
[NH2]-[NH3-],9, 7, 1, 0, 2, 1, 0, 3, 11, 9, 1, -1, 3, -1, 0, 1, 3, 3.04, 1.6799999999999997, 22.617600000000003, 3, 3, 2, 4, 3, 15
[N]#[N],7, 5, 1, 0, 0, 3, 0, 1, 7, 5, 1, 0, 0, 3, 0, 3, 1, 3.04, 0.0, 9.2416, 3, 2, 3, 5, 3, 16
[N+]=[NH2-],6, 4, 1, 1, 0, 4, 1, 0, 10, 8, 1, -1, 2, 0, 1, 2, 4, 3.04, 0.0, 9.2416, 3, 2, 3, 4, 3, 15
[NH]=[NH],8, 6, 1, 0, 1, 2, 1, 2, 8, 6, 1, 0, 1, 2, 1, 2, 2, 3.04, 0.8399999999999999, 15.9296, 3, 2, 3, 5, 3, 16
[NH+]-[NH3-],7, 5, 1, 1, 1, 3, 0, 1, 11, 9, 1, -1, 3, -1, 0, 1, 3, 3.04, 0.8399999999999999, 15.9296, 3, 3, 3, 4, 3, 16
[NH2-]=[N+],10, 8, 1, -1, 2, 0, 1, 4, 6, 4, 1, 1, 0, 4, 1, 2, 0, 3.04, 1.6799999999999997, 22.617600000000003, 3, 2, 3, 4, 3, 15
[NH2]-[NH2],9, 7, 1, 0, 2, 1, 0, 3, 9, 7, 1, 0, 2, 1, 0, 1, 3, 3.04, 1.6799999999999997, 22.617600000000003, 3, 3, 3, 5, 3, 17
[NH+]-[NH2],7, 5, 1, 1, 1, 3, 0, 1, 9, 7, 1, 0, 2, 1, 0, 1, 3, 3.04, 0.8399999999999999, 15.9296, 3, 3, 0, 5, 3, 14
[NH-]#[O-],9, 7, 1, -1, 1, 1, 0, 3, 9, 7, 2, -1, 0, 1, 0, 3, 3, 3.04, 0.43999999999999995, 17.1456, 3, 2, 2, 4, 3, 14
[NH2-]=[OH-],10, 8, 1, -1, 2, 0, 1, 4, 10, 8, 2, -1, 1, 0, 1, 2, 4, 3.04, 1.2799999999999998, 23.8336, 3, 2, 2, 4, 3, 14
[NH2]-[OH3--],9, 7, 1, 0, 2, 1, 0, 3, 13, 11, 2, -2, 3, -3, 0, 1, 1, 3.04, 1.2799999999999998, 23.8336, 3, 3, 2, 3, 3, 14
[N]#[O-],7, 5, 1, 0, 0, 3, 0, 1, 9, 7, 2, -1, 0, 1, 0, 3, 3, 3.04, -0.3999999999999999, 10.4576, 3, 2, 2, 4, 3, 14
[NH]=[OH-],8, 6, 1, 0, 1, 2, 1, 2, 10, 8, 2, -1, 1, 0, 1, 2, 4, 3.04, 0.43999999999999995, 17.1456, 3, 2, 2, 4, 3, 14
[NH2-]=[O],10, 8, 1, -1, 2, 0, 1, 4, 8, 6, 2, 0, 0, 2, 1, 2, 2, 3.04, 1.2799999999999998, 23.8336, 3, 2, 2, 5, 3, 15
[NH2]-[OH2-],9, 7, 1, 0, 2, 1, 0, 3, 11, 9, 2, -1, 2, -1, 0, 1, 3, 3.04, 1.2799999999999998, 23.8336, 3, 3, 2, 4, 3, 15
[N+]=[OH-],6, 4, 1, 1, 0, 4, 1, 0, 10, 8, 2, -1, 1, 0, 1, 2, 4, 3.04, -0.3999999999999999, 10.4576, 3, 2, 3, 4, 3, 15
[NH]=[O],8, 6, 1, 0, 1, 2, 1, 2, 8, 6, 2, 0, 0, 2, 1, 2, 2, 3.04, 0.43999999999999995, 17.1456, 3, 2, 3, 5, 3, 16
[NH+]-[OH2-],7, 5, 1, 1, 1, 3, 0, 1, 11, 9, 2, -1, 2, -1, 0, 1, 3, 3.04, 0.43999999999999995, 17.1456, 3, 3, 3, 4, 3, 16
[NH2]-[OH],9, 7, 1, 0, 2, 1, 0, 3, 9, 7, 2, 0, 1, 1, 0, 1, 3, 3.04, 1.2799999999999998, 23.8336, 3, 3, 3, 5, 3, 17
[NH+]-[OH],7, 5, 1, 1, 1, 3, 0, 1, 9, 7, 2, 0, 1, 1, 0, 1, 3, 3.04, 0.43999999999999995, 17.1456, 3, 3, 0, 5, 3, 14
[N-]#4[P-],8, 6, 1, -1, 0, 2, 1, 2, 16, 6, 1, -1, 0, 2, 1, 4, 2, 3.04, 0.8500000000000001, 6.6575999999999995, 3, 2, 2, 4, 3, 14
[NH-]#[PH-],9, 7, 1, -1, 1, 1, 0, 3, 17, 7, 1, -1, 1, 1, 0, 3, 3, 3.04, 1.69, 13.345600000000001, 3, 2, 2, 4, 3, 14
[NH2--]#[P],11, 9, 1, -2, 2, -1, 0, 3, 15, 5, 1, 0, 0, 3, 0, 3, 1, 3.04, 2.53, 20.0336, 3, 2, 2, 5, 3, 15
[NH2-]=[PH2-],10, 8, 1, -1, 2, 0, 1, 4, 18, 8, 1, -1, 2, 0, 1, 2, 4, 3.04, 2.53, 20.0336, 3, 2, 2, 4, 3, 14
[NH2]-[PH4--],9, 7, 1, 0, 2, 1, 0, 3, 21, 11, 1, -2, 4, -3, 0, 1, 1, 3.04, 2.53, 20.0336, 3, 3, 2, 3, 3, 14
[N]#[PH-],7, 5, 1, 0, 0, 3, 0, 1, 17, 7, 1, -1, 1, 1, 0, 3, 3, 3.04, 0.8500000000000001, 6.6575999999999995, 3, 2, 2, 4, 3, 14
[NH-]#[P],9, 7, 1, -1, 1, 1, 0, 3, 15, 5, 1, 0, 0, 3, 0, 3, 1, 3.04, 1.69, 13.345600000000001, 3, 2, 2, 5, 3, 15
[NH]=[PH2-],8, 6, 1, 0, 1, 2, 1, 2, 18, 8, 1, -1, 2, 0, 1, 2, 4, 3.04, 1.69, 13.345600000000001, 3, 2, 2, 4, 3, 14
[NH2-]=[PH],10, 8, 1, -1, 2, 0, 1, 4, 16, 6, 1, 0, 1, 2, 1, 2, 2, 3.04, 2.53, 20.0336, 3, 2, 2, 5, 3, 15
[NH2]-[PH3-],9, 7, 1, 0, 2, 1, 0, 3, 19, 9, 1, -1, 3, -1, 0, 1, 3, 3.04, 2.53, 20.0336, 3, 3, 2, 4, 3, 15
[N]#[P],7, 5, 1, 0, 0, 3, 0, 1, 15, 5, 1, 0, 0, 3, 0, 3, 1, 3.04, 0.8500000000000001, 6.6575999999999995, 3, 2, 3, 5, 3, 16
[N+]=[PH2-],6, 4, 1, 1, 0, 4, 1, 0, 18, 8, 1, -1, 2, 0, 1, 2, 4, 3.04, 0.8500000000000001, 6.6575999999999995, 3, 2, 3, 4, 3, 15
[NH]=[PH],8, 6, 1, 0, 1, 2, 1, 2, 16, 6, 1, 0, 1, 2, 1, 2, 2, 3.04, 1.69, 13.345600000000001, 3, 2, 3, 5, 3, 16
[NH+]-[PH3-],7, 5, 1, 1, 1, 3, 0, 1, 19, 9, 1, -1, 3, -1, 0, 1, 3, 3.04, 1.69, 13.345600000000001, 3, 3, 3, 4, 3, 16
[NH2-]=[P+],10, 8, 1, -1, 2, 0, 1, 4, 14, 4, 1, 1, 0, 4, 1, 2, 0, 3.04, 2.53, 20.0336, 3, 2, 3, 4, 3, 15
[NH2]-[PH2],9, 7, 1, 0, 2, 1, 0, 3, 17, 7, 1, 0, 2, 1, 0, 1, 3, 3.04, 2.53, 20.0336, 3, 3, 3, 5, 3, 17
[NH+]-[PH2],7, 5, 1, 1, 1, 3, 0, 1, 17, 7, 1, 0, 2, 1, 0, 1, 3, 3.04, 1.69, 13.345600000000001, 3, 3, 0, 5, 3, 14
[NH-]#[S-],9, 7, 1, -1, 1, 1, 0, 3, 17, 7, 2, -1, 0, 1, 0, 3, 3, 3.04, 1.2999999999999998, 14.531200000000002, 3, 2, 2, 4, 3, 14
[NH2-]=[SH-],10, 8, 1, -1, 2, 0, 1, 4, 18, 8, 2, -1, 1, 0, 1, 2, 4, 3.04, 2.1399999999999997, 21.2192, 3, 2, 2, 4, 3, 14
[NH2]-[SH3--],9, 7, 1, 0, 2, 1, 0, 3, 21, 11, 2, -2, 3, -3, 0, 1, 1, 3.04, 2.1399999999999997, 21.2192, 3, 3, 2, 3, 3, 14
[N]#[S-],7, 5, 1, 0, 0, 3, 0, 1, 17, 7, 2, -1, 0, 1, 0, 3, 3, 3.04, 0.45999999999999996, 7.8432, 3, 2, 2, 4, 3, 14
[NH]=[SH-],8, 6, 1, 0, 1, 2, 1, 2, 18, 8, 2, -1, 1, 0, 1, 2, 4, 3.04, 1.2999999999999998, 14.531200000000002, 3, 2, 2, 4, 3, 14
[NH2-]=[S],10, 8, 1, -1, 2, 0, 1, 4, 16, 6, 2, 0, 0, 2, 1, 2, 2, 3.04, 2.1399999999999997, 21.2192, 3, 2, 2, 5, 3, 15
[NH2]-[SH2-],9, 7, 1, 0, 2, 1, 0, 3, 19, 9, 2, -1, 2, -1, 0, 1, 3, 3.04, 2.1399999999999997, 21.2192, 3, 3, 2, 4, 3, 15
[N+]=[SH-],6, 4, 1, 1, 0, 4, 1, 0, 18, 8, 2, -1, 1, 0, 1, 2, 4, 3.04, 0.45999999999999996, 7.8432, 3, 2, 3, 4, 3, 15
[NH]=[S],8, 6, 1, 0, 1, 2, 1, 2, 16, 6, 2, 0, 0, 2, 1, 2, 2, 3.04, 1.2999999999999998, 14.531200000000002, 3, 2, 3, 5, 3, 16
[NH+]-[SH2-],7, 5, 1, 1, 1, 3, 0, 1, 19, 9, 2, -1, 2, -1, 0, 1, 3, 3.04, 1.2999999999999998, 14.531200000000002, 3, 3, 3, 4, 3, 16
[NH2]-[SH],9, 7, 1, 0, 2, 1, 0, 3, 17, 7, 2, 0, 1, 1, 0, 1, 3, 3.04, 2.1399999999999997, 21.2192, 3, 3, 3, 5, 3, 17
[NH+]-[SH],7, 5, 1, 1, 1, 3, 0, 1, 17, 7, 2, 0, 1, 1, 0, 1, 3, 3.04, 1.2999999999999998, 14.531200000000002, 3, 3, 0, 5, 3, 14
[O--]#4[C],10, 8, 2, -2, 0, 0, 1, 4, 6, 4, 0, 0, 0, 4, 1, 4, 0, 3.44, 0.8900000000000001, 8.771999999999998, 3, 2, 2, 5, 3, 15
[O-]#[CH2-],9, 7, 2, -1, 0, 1, 0, 3, 9, 7, 0, -1, 2, 1, 0, 3, 3, 3.44, 0.8900000000000001, 8.771999999999998, 3, 2, 2, 4, 3, 14
